ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
7374,3.0,4.0,8.0,Low,Low,Medium,5.0
7375,8.0,1.0,9.0,Medium,Low,High,6.0
7376,1.0,5.0,10.0,Low,Low,High,5.33
7377,4.0,6.0,6.0,Low,Medium,Medium,5.33
7378,9.0,9.0,7.0,High,High,Medium,8.33
7379,1.0,6.0,7.0,Low,Medium,Medium,4.67
7380,5.0,3.0,9.0,Low,Low,High,5.67
7381,5.0,6.0,7.0,Low,Medium,Medium,6.0
7382,7.0,10.0,9.0,Medium,High,High,8.67
7383,1.5,7.5,10.0,Low,Medium,High,6.33
7384,3.0,3.0,8.0,Low,Low,Medium,4.67
7385,2.0,4.0,5.0,Low,Low,Low,3.67
7386,5.67,5.67,8.0,Medium,Medium,Medium,6.45
7387,6.0,5.0,7.0,Medium,Low,Medium,6.0
7388,1.0,7.0,6.0,Low,Medium,Medium,4.67
7389,3.5,6.0,9.0,Low,Medium,High,6.17
7390,6.0,6.0,7.5,Medium,Medium,Medium,6.5
7391,6.0,3.0,9.5,Medium,Low,High,6.17
7392,8.0,1.0,6.0,Medium,Low,Medium,5.0
7393,1.0,5.0,7.0,Low,Low,Medium,4.33
7394,5.0,10.0,9.0,Low,High,High,8.0
7395,5.0,3.0,10.0,Low,Low,High,6.0
7396,5.0,3.0,10.0,Low,Low,High,6.0
7397,9.0,3.0,10.0,High,Low,High,7.33
7398,8.0,2.0,9.0,Medium,Low,High,6.33
7399,3.0,6.0,10.0,Low,Medium,High,6.33
7400,6.0,7.5,8.0,Medium,Medium,Medium,7.17
7401,7.0,5.0,9.0,Medium,Low,High,7.0
7402,8.0,4.0,6.0,Medium,Low,Medium,6.0
7403,3.5,7.5,7.0,Low,Medium,Medium,6.0
7404,8.0,7.0,8.0,Medium,Medium,Medium,7.67
7405,4.0,7.0,10.0,Low,Medium,High,7.0
7406,7.0,5.0,8.33,Medium,Low,High,6.78
7407,7.0,3.0,8.0,Medium,Low,Medium,6.0
7408,4.0,3.0,9.0,Low,Low,High,5.33
7409,8.0,2.0,1.0,Medium,Low,Low,3.67
7410,2.5,2.5,8.5,Low,Low,High,4.5
7411,1.0,2.0,6.0,Low,Low,Medium,3.0
7412,4.0,6.5,5.5,Low,Medium,Medium,5.33
7413,4.0,3.0,7.0,Low,Low,Medium,4.67
7414,8.0,7.0,8.0,Medium,Medium,Medium,7.67
7415,7.0,3.0,10.0,Medium,Low,High,6.67
7416,10.0,3.0,2.0,High,Low,Low,5.0
7417,7.0,3.0,8.0,Medium,Low,Medium,6.0
7418,1.0,3.0,6.0,Low,Low,Medium,3.33
7419,7.5,3.5,8.5,Medium,Low,High,6.5
7420,8.0,4.0,1.0,Medium,Low,Low,4.33
7421,5.5,4.0,7.0,Medium,Low,Medium,5.5
7422,7.0,7.0,9.0,Medium,Medium,High,7.67
7423,4.0,3.0,4.0,Low,Low,Low,3.67
7424,1.0,3.0,8.0,Low,Low,Medium,4.0
7425,6.0,3.0,9.0,Medium,Low,High,6.0
7426,5.0,3.0,8.0,Low,Low,Medium,5.33
7427,8.0,6.0,9.0,Medium,Medium,High,7.67
7428,5.5,4.0,9.0,Medium,Low,High,6.17
7429,8.0,8.0,10.0,Medium,Medium,High,8.67
7430,8.5,5.0,6.5,High,Low,Medium,6.67
7431,4.0,2.0,10.0,Low,Low,High,5.33
7432,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7433,5.0,5.0,6.5,Low,Low,Medium,5.5
7434,8.0,2.0,10.0,Medium,Low,High,6.67
7435,8.0,6.0,6.0,Medium,Medium,Medium,6.67
7436,6.0,3.0,6.0,Medium,Low,Medium,5.0
7437,4.0,7.0,5.0,Low,Medium,Low,5.33
7438,5.33,6.67,7.33,Medium,Medium,Medium,6.44
7439,9.0,2.0,8.0,High,Low,Medium,6.33
7440,1.0,1.0,5.0,Low,Low,Low,2.33
7441,3.0,9.0,10.0,Low,High,High,7.33
7442,4.5,4.5,8.0,Low,Low,Medium,5.67
7443,8.0,2.0,10.0,Medium,Low,High,6.67
7444,8.5,7.5,7.0,High,Medium,Medium,7.67
7445,4.5,7.5,7.5,Low,Medium,Medium,6.5
7446,7.67,6.67,8.33,Medium,Medium,High,7.56
7447,4.0,4.5,7.5,Low,Low,Medium,5.33
7448,6.0,4.0,8.0,Medium,Low,Medium,6.0
7449,3.0,6.0,8.0,Low,Medium,Medium,5.67
7450,10.0,7.0,7.0,High,Medium,Medium,8.0
7451,2.0,6.0,4.0,Low,Medium,Low,4.0
7452,8.0,2.0,8.0,Medium,Low,Medium,6.0
7453,9.0,5.0,7.0,High,Low,Medium,7.0
7454,8.0,2.0,2.0,Medium,Low,Low,4.0
7455,3.0,9.0,9.0,Low,High,High,7.0
7456,4.0,3.0,9.0,Low,Low,High,5.33
7457,9.0,5.0,9.0,High,Low,High,7.67
7458,7.5,9.0,9.5,Medium,High,High,8.67
7459,4.0,6.0,8.0,Low,Medium,Medium,6.0
7460,8.0,3.0,1.0,Medium,Low,Low,4.0
7461,7.0,6.0,7.0,Medium,Medium,Medium,6.67
7462,4.0,10.0,8.0,Low,High,Medium,7.33
7463,7.0,7.0,9.0,Medium,Medium,High,7.67
7464,8.0,5.0,9.0,Medium,Low,High,7.33
7465,8.0,9.0,5.0,Medium,High,Low,7.33
7466,8.0,5.0,9.0,Medium,Low,High,7.33
7467,4.5,5.5,7.0,Low,Medium,Medium,5.67
7468,8.0,2.0,8.0,Medium,Low,Medium,6.0
7469,7.0,1.0,8.0,Medium,Low,Medium,5.33
7470,2.5,4.5,9.0,Low,Low,High,5.33
7471,3.0,7.0,10.0,Low,Medium,High,6.67
7472,9.0,8.0,6.0,High,Medium,Medium,7.67
7473,10.0,7.0,10.0,High,Medium,High,9.0
7474,8.0,6.0,5.0,Medium,Medium,Low,6.33
7475,1.5,3.5,6.5,Low,Low,Medium,3.83
7476,3.0,2.0,8.0,Low,Low,Medium,4.33
7477,7.0,2.0,9.0,Medium,Low,High,6.0
7478,6.0,5.5,7.0,Medium,Medium,Medium,6.17
7479,1.0,9.0,9.0,Low,High,High,6.33
7480,7.0,8.0,10.0,Medium,Medium,High,8.33
7481,8.0,5.0,6.0,Medium,Low,Medium,6.33
7482,8.0,4.0,10.0,Medium,Low,High,7.33
7483,5.5,8.0,9.0,Medium,Medium,High,7.5
7484,10.0,6.0,7.0,High,Medium,Medium,7.67
7485,2.5,5.5,3.5,Low,Medium,Low,3.83
7486,8.0,5.0,8.0,Medium,Low,Medium,7.0
7487,1.0,6.0,9.0,Low,Medium,High,5.33
7488,4.0,5.5,7.5,Low,Medium,Medium,5.67
7489,4.0,2.0,10.0,Low,Low,High,5.33
7490,5.67,4.33,6.67,Medium,Low,Medium,5.56
7491,6.0,6.0,8.0,Medium,Medium,Medium,6.67
7492,7.0,3.0,8.0,Medium,Low,Medium,6.0
7493,8.0,3.0,8.0,Medium,Low,Medium,6.33
7494,7.0,4.0,8.0,Medium,Low,Medium,6.33
7495,8.0,5.0,5.0,Medium,Low,Low,6.0
7496,5.67,4.33,7.67,Medium,Low,Medium,5.89
7497,6.0,6.0,5.0,Medium,Medium,Low,5.67
7498,10.0,6.0,8.0,High,Medium,Medium,8.0
7499,6.5,4.0,6.5,Medium,Low,Medium,5.67
7500,10.0,2.0,6.0,High,Low,Medium,6.0
7501,7.0,9.0,8.0,Medium,High,Medium,8.0
7502,6.0,4.0,9.0,Medium,Low,High,6.33
7503,1.0,7.0,10.0,Low,Medium,High,6.0
7504,7.0,5.5,8.5,Medium,Medium,High,7.0
7505,7.0,3.5,8.0,Medium,Low,Medium,6.17
7506,4.0,6.0,7.0,Low,Medium,Medium,5.67
7507,1.0,8.0,7.0,Low,Medium,Medium,5.33
7508,8.0,5.0,7.0,Medium,Low,Medium,6.67
7509,2.0,4.0,2.0,Low,Low,Low,2.67
7510,4.0,6.33,8.0,Low,Medium,Medium,6.11
7511,8.0,6.0,9.0,Medium,Medium,High,7.67
7512,8.0,4.0,8.0,Medium,Low,Medium,6.67
7513,4.0,3.0,8.0,Low,Low,Medium,5.0
7514,8.0,2.0,5.0,Medium,Low,Low,5.0
7515,6.33,3.67,9.0,Medium,Low,High,6.33
7516,5.0,5.5,7.5,Low,Medium,Medium,6.0
7517,2.0,3.0,4.0,Low,Low,Low,3.0
7518,5.0,5.0,8.0,Low,Low,Medium,6.0
7519,4.0,6.0,8.0,Low,Medium,Medium,6.0
7520,4.0,4.0,6.0,Low,Low,Medium,4.67
7521,4.5,3.0,9.5,Low,Low,High,5.67
7522,4.5,6.0,8.5,Low,Medium,High,6.33
7523,5.5,4.0,9.0,Medium,Low,High,6.17
7524,8.0,4.0,9.0,Medium,Low,High,7.0
7525,8.0,3.0,6.0,Medium,Low,Medium,5.67
7526,6.0,5.33,7.0,Medium,Medium,Medium,6.11
7527,10.0,3.0,9.0,High,Low,High,7.33
7528,7.0,4.67,5.0,Medium,Low,Low,5.56
7529,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7530,9.0,5.0,8.0,High,Low,Medium,7.33
7531,10.0,2.0,10.0,High,Low,High,7.33
7532,5.0,10.0,10.0,Low,High,High,8.33
7533,8.0,10.0,9.0,Medium,High,High,9.0
7534,10.0,6.0,2.0,High,Medium,Low,6.0
7535,5.0,1.0,9.0,Low,Low,High,5.0
7536,6.0,7.0,8.0,Medium,Medium,Medium,7.0
7537,9.5,6.0,7.5,High,Medium,Medium,7.67
7538,7.5,5.0,7.5,Medium,Low,Medium,6.67
7539,1.0,9.0,9.0,Low,High,High,6.33
7540,7.0,3.5,8.0,Medium,Low,Medium,6.17
7541,1.0,6.0,10.0,Low,Medium,High,5.67
7542,8.0,2.0,9.0,Medium,Low,High,6.33
7543,3.0,4.0,8.5,Low,Low,High,5.17
7544,8.5,8.5,8.0,High,High,Medium,8.33
7545,5.0,5.0,9.0,Low,Low,High,6.33
7546,7.0,6.0,10.0,Medium,Medium,High,7.67
7547,7.0,6.0,9.0,Medium,Medium,High,7.33
7548,3.0,3.0,8.0,Low,Low,Medium,4.67
7549,6.0,5.0,9.0,Medium,Low,High,6.67
7550,5.0,2.0,7.0,Low,Low,Medium,4.67
7551,8.0,6.0,9.0,Medium,Medium,High,7.67
7552,3.0,10.0,6.0,Low,High,Medium,6.33
7553,6.0,4.0,9.0,Medium,Low,High,6.33
7554,6.5,4.5,10.0,Medium,Low,High,7.0
7555,8.0,6.0,9.0,Medium,Medium,High,7.67
7556,5.0,6.0,7.0,Low,Medium,Medium,6.0
7557,7.5,3.5,4.5,Medium,Low,Low,5.17
7558,4.0,4.0,7.0,Low,Low,Medium,5.0
7559,1.0,7.0,6.0,Low,Medium,Medium,4.67
7560,6.5,4.5,8.5,Medium,Low,High,6.5
7561,8.0,4.5,9.5,Medium,Low,High,7.33
7562,8.0,6.0,9.0,Medium,Medium,High,7.67
7563,7.0,9.0,8.0,Medium,High,Medium,8.0
7564,7.0,3.0,7.0,Medium,Low,Medium,5.67
7565,7.0,6.0,9.0,Medium,Medium,High,7.33
7566,1.0,7.0,9.0,Low,Medium,High,5.67
7567,8.0,2.0,8.0,Medium,Low,Medium,6.0
7568,1.0,7.0,9.0,Low,Medium,High,5.67
7569,8.0,5.0,7.0,Medium,Low,Medium,6.67
7570,8.0,8.0,9.0,Medium,Medium,High,8.33
7571,1.0,8.0,10.0,Low,Medium,High,6.33
7572,4.5,4.0,7.5,Low,Low,Medium,5.33
7573,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7574,5.0,5.0,7.0,Low,Low,Medium,5.67
7575,3.0,3.5,6.5,Low,Low,Medium,4.33
7576,1.0,6.0,6.0,Low,Medium,Medium,4.33
7577,8.0,6.0,9.0,Medium,Medium,High,7.67
7578,5.0,5.0,7.0,Low,Low,Medium,5.67
7579,9.0,6.0,10.0,High,Medium,High,8.33
7580,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7581,8.0,5.0,8.0,Medium,Low,Medium,7.0
7582,6.0,10.0,9.0,Medium,High,High,8.33
7583,5.5,2.0,8.5,Medium,Low,High,5.33
7584,8.0,4.0,7.0,Medium,Low,Medium,6.33
7585,5.0,3.33,9.33,Low,Low,High,5.89
7586,3.0,3.5,8.5,Low,Low,High,5.0
7587,8.0,2.0,9.5,Medium,Low,High,6.5
7588,8.0,4.0,8.0,Medium,Low,Medium,6.67
7589,9.0,10.0,10.0,High,High,High,9.67
7590,7.0,6.0,7.0,Medium,Medium,Medium,6.67
7591,5.0,3.0,8.0,Low,Low,Medium,5.33
7592,4.0,2.0,1.0,Low,Low,Low,2.33
7593,8.0,2.0,6.0,Medium,Low,Medium,5.33
7594,5.67,3.67,7.0,Medium,Low,Medium,5.45
7595,7.0,8.0,6.0,Medium,Medium,Medium,7.0
7596,6.0,6.0,1.0,Medium,Medium,Low,4.33
7597,4.0,1.0,9.0,Low,Low,High,4.67
7598,8.0,5.0,10.0,Medium,Low,High,7.67
7599,4.0,1.0,9.0,Low,Low,High,4.67
7600,7.0,3.0,8.0,Medium,Low,Medium,6.0
7601,8.0,2.0,9.0,Medium,Low,High,6.33
7602,9.0,9.0,7.0,High,High,Medium,8.33
7603,8.0,8.0,8.0,Medium,Medium,Medium,8.0
7604,7.0,2.0,8.0,Medium,Low,Medium,5.67
7605,6.0,2.0,7.0,Medium,Low,Medium,5.0
7606,8.0,8.0,9.0,Medium,Medium,High,8.33
7607,1.5,5.5,7.0,Low,Medium,Medium,4.67
7608,6.0,4.0,10.0,Medium,Low,High,6.67
7609,5.0,10.0,9.0,Low,High,High,8.0
7610,5.0,5.0,9.0,Low,Low,High,6.33
7611,1.0,7.0,9.0,Low,Medium,High,5.67
7612,10.0,2.0,7.0,High,Low,Medium,6.33
7613,8.0,3.0,9.0,Medium,Low,High,6.67
7614,4.0,10.0,8.0,Low,High,Medium,7.33
7615,4.0,3.0,8.0,Low,Low,Medium,5.0
7616,5.0,3.0,7.0,Low,Low,Medium,5.0
7617,6.0,6.0,5.0,Medium,Medium,Low,5.67
7618,5.0,3.0,7.0,Low,Low,Medium,5.0
7619,8.0,6.0,3.5,Medium,Medium,Low,5.83
7620,9.0,4.0,2.0,High,Low,Low,5.0
7621,5.0,4.0,9.0,Low,Low,High,6.0
7622,9.0,10.0,6.0,High,High,Medium,8.33
7623,1.0,6.0,7.0,Low,Medium,Medium,4.67
7624,8.0,4.5,5.5,Medium,Low,Medium,6.0
7625,8.0,4.0,9.0,Medium,Low,High,7.0
7626,6.5,4.5,7.5,Medium,Low,Medium,6.17
7627,8.0,4.0,10.0,Medium,Low,High,7.33
7628,9.0,5.0,7.0,High,Low,Medium,7.0
7629,1.5,4.0,8.0,Low,Low,Medium,4.5
7630,7.0,5.0,10.0,Medium,Low,High,7.33
7631,8.0,4.0,10.0,Medium,Low,High,7.33
7632,8.0,7.0,8.0,Medium,Medium,Medium,7.67
7633,3.0,8.0,7.0,Low,Medium,Medium,6.0
7634,8.0,1.0,10.0,Medium,Low,High,6.33
7635,8.0,2.0,7.0,Medium,Low,Medium,5.67
7636,1.0,6.0,8.0,Low,Medium,Medium,5.0
7637,8.0,4.0,6.0,Medium,Low,Medium,6.0
7638,6.0,6.0,7.0,Medium,Medium,Medium,6.33
7639,7.0,1.0,8.0,Medium,Low,Medium,5.33
7640,4.0,6.0,8.0,Low,Medium,Medium,6.0
7641,1.0,10.0,5.0,Low,High,Low,5.33
7642,1.0,3.0,8.0,Low,Low,Medium,4.0
7643,6.0,2.0,8.0,Medium,Low,Medium,5.33
7644,8.0,8.0,8.0,Medium,Medium,Medium,8.0
7645,5.0,3.0,9.0,Low,Low,High,5.67
7646,6.0,2.0,9.0,Medium,Low,High,5.67
7647,6.0,4.0,8.0,Medium,Low,Medium,6.0
7648,4.5,3.5,9.0,Low,Low,High,5.67
7649,8.0,3.0,7.0,Medium,Low,Medium,6.0
7650,1.0,7.0,10.0,Low,Medium,High,6.0
7651,8.0,10.0,6.0,Medium,High,Medium,8.0
7652,7.33,7.0,6.67,Medium,Medium,Medium,7.0
7653,4.0,1.0,7.0,Low,Low,Medium,4.0
7654,8.0,6.0,9.0,Medium,Medium,High,7.67
7655,2.0,6.0,8.0,Low,Medium,Medium,5.33
7656,3.5,4.5,8.0,Low,Low,Medium,5.33
7657,4.0,7.0,6.0,Low,Medium,Medium,5.67
7658,4.0,7.0,8.0,Low,Medium,Medium,6.33
7659,4.0,10.0,9.0,Low,High,High,7.67
7660,6.0,3.0,8.0,Medium,Low,Medium,5.67
7661,8.0,5.0,8.0,Medium,Low,Medium,7.0
7662,4.0,5.0,8.0,Low,Low,Medium,5.67
7663,4.0,2.5,8.0,Low,Low,Medium,4.83
7664,4.0,2.0,1.0,Low,Low,Low,2.33
7665,1.0,6.0,7.0,Low,Medium,Medium,4.67
7666,6.5,2.5,8.5,Medium,Low,High,5.83
7667,4.0,3.0,9.0,Low,Low,High,5.33
7668,1.0,4.0,1.0,Low,Low,Low,2.0
7669,7.5,4.5,9.0,Medium,Low,High,7.0
7670,5.0,6.0,8.0,Low,Medium,Medium,6.33
7671,7.0,6.0,10.0,Medium,Medium,High,7.67
7672,9.0,6.0,10.0,High,Medium,High,8.33
7673,9.0,10.0,8.0,High,High,Medium,9.0
7674,1.0,2.0,8.0,Low,Low,Medium,3.67
7675,8.0,2.0,8.0,Medium,Low,Medium,6.0
7676,5.0,9.0,10.0,Low,High,High,8.0
7677,4.0,1.0,8.0,Low,Low,Medium,4.33
7678,6.0,1.0,8.0,Medium,Low,Medium,5.0
7679,5.67,4.67,9.33,Medium,Low,High,6.56
7680,6.0,5.0,7.0,Medium,Low,Medium,6.0
7681,8.5,3.0,7.0,High,Low,Medium,6.17
7682,4.0,3.5,8.0,Low,Low,Medium,5.17
7683,8.0,4.0,8.0,Medium,Low,Medium,6.67
7684,6.0,3.0,9.5,Medium,Low,High,6.17
7685,8.0,5.0,7.0,Medium,Low,Medium,6.67
7686,2.0,8.0,8.0,Low,Medium,Medium,6.0
7687,1.0,6.0,7.0,Low,Medium,Medium,4.67
7688,1.0,3.0,8.0,Low,Low,Medium,4.0
7689,10.0,3.0,1.0,High,Low,Low,4.67
7690,3.0,5.0,10.0,Low,Low,High,6.0
7691,10.0,7.0,10.0,High,Medium,High,9.0
7692,9.0,7.0,9.0,High,Medium,High,8.33
7693,8.0,7.0,7.0,Medium,Medium,Medium,7.33
7694,8.0,6.0,1.0,Medium,Medium,Low,5.0
7695,5.0,2.0,10.0,Low,Low,High,5.67
7696,1.0,10.0,7.0,Low,High,Medium,6.0
7697,5.5,5.5,8.0,Medium,Medium,Medium,6.33
7698,8.0,2.0,8.0,Medium,Low,Medium,6.0
7699,8.0,2.0,8.0,Medium,Low,Medium,6.0
7700,8.0,3.0,10.0,Medium,Low,High,7.0
7701,8.0,4.0,4.0,Medium,Low,Low,5.33
7702,5.0,9.0,7.0,Low,High,Medium,7.0
7703,8.0,7.0,6.0,Medium,Medium,Medium,7.0
7704,3.0,7.0,6.0,Low,Medium,Medium,5.33
7705,5.0,4.0,9.0,Low,Low,High,6.0
7706,8.0,5.0,8.0,Medium,Low,Medium,7.0
7707,6.0,8.0,10.0,Medium,Medium,High,8.0
7708,3.0,7.0,8.0,Low,Medium,Medium,6.0
7709,3.0,7.0,10.0,Low,Medium,High,6.67
7710,5.0,7.33,6.67,Low,Medium,Medium,6.33
7711,8.0,5.0,7.0,Medium,Low,Medium,6.67
7712,5.0,3.0,7.0,Low,Low,Medium,5.0
7713,4.5,6.0,7.5,Low,Medium,Medium,6.0
7714,8.0,5.0,7.0,Medium,Low,Medium,6.67
7715,10.0,4.0,8.0,High,Low,Medium,7.33
7716,1.5,6.5,9.0,Low,Medium,High,5.67
7717,8.0,3.0,7.0,Medium,Low,Medium,6.0
7718,8.0,6.0,6.0,Medium,Medium,Medium,6.67
7719,8.0,2.0,8.0,Medium,Low,Medium,6.0
7720,6.0,6.0,7.0,Medium,Medium,Medium,6.33
7721,2.5,6.5,5.0,Low,Medium,Low,4.67
7722,8.0,2.0,9.0,Medium,Low,High,6.33
7723,8.0,3.5,7.5,Medium,Low,Medium,6.33
7724,9.0,6.0,7.0,High,Medium,Medium,7.33
7725,6.0,9.0,10.0,Medium,High,High,8.33
7726,8.0,4.5,8.5,Medium,Low,High,7.0
7727,5.0,3.0,9.0,Low,Low,High,5.67
7728,1.0,6.0,10.0,Low,Medium,High,5.67
7729,8.0,7.0,9.0,Medium,Medium,High,8.0
7730,1.0,3.0,7.0,Low,Low,Medium,3.67
7731,5.5,7.5,6.0,Medium,Medium,Medium,6.33
7732,8.0,7.0,7.0,Medium,Medium,Medium,7.33
7733,2.0,6.0,7.0,Low,Medium,Medium,5.0
7734,2.0,5.0,6.0,Low,Low,Medium,4.33
7735,8.0,2.0,1.0,Medium,Low,Low,3.67
7736,8.0,6.0,9.0,Medium,Medium,High,7.67
7737,5.67,5.33,8.0,Medium,Medium,Medium,6.33
7738,7.0,9.0,7.0,Medium,High,Medium,7.67
7739,8.0,5.0,9.0,Medium,Low,High,7.33
7740,3.0,6.0,8.0,Low,Medium,Medium,5.67
7741,4.0,9.0,7.0,Low,High,Medium,6.67
7742,7.0,3.0,8.0,Medium,Low,Medium,6.0
7743,1.0,4.0,10.0,Low,Low,High,5.0
7744,8.0,6.0,9.0,Medium,Medium,High,7.67
7745,8.0,5.0,7.0,Medium,Low,Medium,6.67
7746,8.0,4.0,7.0,Medium,Low,Medium,6.33
7747,1.0,3.0,9.0,Low,Low,High,4.33
7748,4.0,3.0,5.0,Low,Low,Low,4.0
7749,7.0,2.0,10.0,Medium,Low,High,6.33
7750,8.0,1.0,9.0,Medium,Low,High,6.0
7751,8.5,5.0,6.0,High,Low,Medium,6.5
7752,1.0,4.0,2.0,Low,Low,Low,2.33
7753,9.0,5.0,6.0,High,Low,Medium,6.67
7754,2.0,3.0,8.0,Low,Low,Medium,4.33
7755,4.0,4.5,6.5,Low,Low,Medium,5.0
7756,6.0,3.0,9.0,Medium,Low,High,6.0
7757,6.0,6.0,6.5,Medium,Medium,Medium,6.17
7758,8.0,6.5,9.0,Medium,Medium,High,7.83
7759,6.0,5.33,6.67,Medium,Medium,Medium,6.0
7760,5.0,8.0,9.0,Low,Medium,High,7.33
7761,4.0,3.0,9.0,Low,Low,High,5.33
7762,8.0,5.0,7.0,Medium,Low,Medium,6.67
7763,8.0,7.0,10.0,Medium,Medium,High,8.33
7764,6.0,6.0,7.0,Medium,Medium,Medium,6.33
7765,8.0,6.0,8.0,Medium,Medium,Medium,7.33
7766,2.0,2.0,10.0,Low,Low,High,4.67
7767,4.0,3.0,9.0,Low,Low,High,5.33
7768,2.0,4.0,8.0,Low,Low,Medium,4.67
7769,9.0,7.0,10.0,High,Medium,High,8.67
7770,1.0,8.0,9.0,Low,Medium,High,6.0
7771,7.0,6.0,9.0,Medium,Medium,High,7.33
7772,8.0,6.0,8.0,Medium,Medium,Medium,7.33
7773,8.0,9.0,10.0,Medium,High,High,9.0
7774,6.0,7.0,7.0,Medium,Medium,Medium,6.67
7775,1.0,3.0,10.0,Low,Low,High,4.67
7776,6.0,2.0,9.0,Medium,Low,High,5.67
7777,4.0,7.0,9.0,Low,Medium,High,6.67
7778,8.0,6.0,9.0,Medium,Medium,High,7.67
7779,7.0,7.0,6.0,Medium,Medium,Medium,6.67
7780,9.0,4.0,8.0,High,Low,Medium,7.0
7781,8.0,5.0,8.0,Medium,Low,Medium,7.0
7782,7.5,4.0,8.5,Medium,Low,High,6.67
7783,4.5,3.5,8.5,Low,Low,High,5.5
7784,8.0,2.0,9.0,Medium,Low,High,6.33
7785,8.0,3.0,5.0,Medium,Low,Low,5.33
7786,6.0,6.0,7.0,Medium,Medium,Medium,6.33
7787,4.0,5.0,6.0,Low,Low,Medium,5.0
7788,8.0,6.0,9.0,Medium,Medium,High,7.67
7789,8.0,5.0,7.5,Medium,Low,Medium,6.83
7790,8.0,3.0,6.0,Medium,Low,Medium,5.67
7791,7.0,2.0,5.0,Medium,Low,Low,4.67
7792,8.0,1.0,9.0,Medium,Low,High,6.0
7793,8.0,8.0,9.0,Medium,Medium,High,8.33
7794,3.0,9.0,7.0,Low,High,Medium,6.33
7795,4.0,3.0,10.0,Low,Low,High,5.67
7796,8.5,3.5,7.5,High,Low,Medium,6.5
7797,4.0,4.0,7.0,Low,Low,Medium,5.0
7798,2.0,8.0,9.0,Low,Medium,High,6.33
7799,4.0,3.0,9.0,Low,Low,High,5.33
7800,8.0,2.0,8.0,Medium,Low,Medium,6.0
7801,4.0,3.0,7.0,Low,Low,Medium,4.67
7802,8.0,5.0,7.0,Medium,Low,Medium,6.67
7803,8.0,3.0,10.0,Medium,Low,High,7.0
7804,3.0,9.0,10.0,Low,High,High,7.33
7805,7.0,3.0,2.0,Medium,Low,Low,4.0
7806,6.0,3.0,6.0,Medium,Low,Medium,5.0
7807,5.0,8.0,9.0,Low,Medium,High,7.33
7808,3.0,3.0,8.0,Low,Low,Medium,4.67
7809,8.0,3.0,6.0,Medium,Low,Medium,5.67
7810,8.0,5.0,9.0,Medium,Low,High,7.33
7811,6.0,8.0,8.0,Medium,Medium,Medium,7.33
7812,7.0,6.0,9.0,Medium,Medium,High,7.33
7813,4.0,8.0,9.0,Low,Medium,High,7.0
7814,1.0,2.0,8.0,Low,Low,Medium,3.67
7815,4.0,1.0,7.0,Low,Low,Medium,4.0
7816,2.0,6.0,7.0,Low,Medium,Medium,5.0
7817,1.0,2.0,8.0,Low,Low,Medium,3.67
7818,6.0,3.5,9.0,Medium,Low,High,6.17
7819,2.0,1.0,2.0,Low,Low,Low,1.67
7820,8.0,7.0,6.0,Medium,Medium,Medium,7.0
7821,5.0,5.0,1.0,Low,Low,Low,3.67
7822,4.5,4.5,9.0,Low,Low,High,6.0
7823,5.0,7.0,7.0,Low,Medium,Medium,6.33
7824,6.0,2.0,6.0,Medium,Low,Medium,4.67
7825,10.0,4.0,10.0,High,Low,High,8.0
7826,4.0,2.0,8.0,Low,Low,Medium,4.67
7827,7.0,3.0,10.0,Medium,Low,High,6.67
7828,6.0,2.0,8.0,Medium,Low,Medium,5.33
7829,2.0,5.0,9.0,Low,Low,High,5.33
7830,6.0,8.0,2.0,Medium,Medium,Low,5.33
7831,7.0,3.0,8.0,Medium,Low,Medium,6.0
7832,6.0,5.0,7.0,Medium,Low,Medium,6.0
7833,8.0,2.0,7.0,Medium,Low,Medium,5.67
7834,4.0,4.0,8.0,Low,Low,Medium,5.33
7835,7.0,2.0,9.0,Medium,Low,High,6.0
7836,9.0,4.0,9.0,High,Low,High,7.33
7837,4.0,6.0,10.0,Low,Medium,High,6.67
7838,8.0,7.0,6.0,Medium,Medium,Medium,7.0
7839,4.0,4.0,7.0,Low,Low,Medium,5.0
7840,8.0,3.0,9.0,Medium,Low,High,6.67
7841,4.0,7.0,8.0,Low,Medium,Medium,6.33
7842,8.0,1.0,4.0,Medium,Low,Low,4.33
7843,9.0,2.0,7.0,High,Low,Medium,6.0
7844,8.0,2.0,6.0,Medium,Low,Medium,5.33
7845,1.0,5.0,8.0,Low,Low,Medium,4.67
7846,6.0,7.0,6.5,Medium,Medium,Medium,6.5
7847,6.0,9.0,9.0,Medium,High,High,8.0
7848,1.0,7.0,10.0,Low,Medium,High,6.0
7849,6.0,6.0,7.0,Medium,Medium,Medium,6.33
7850,5.0,2.0,10.0,Low,Low,High,5.67
7851,3.5,4.5,7.5,Low,Low,Medium,5.17
7852,4.0,2.0,9.0,Low,Low,High,5.0
7853,4.0,8.0,10.0,Low,Medium,High,7.33
7854,4.0,6.0,7.0,Low,Medium,Medium,5.67
7855,10.0,2.0,8.0,High,Low,Medium,6.67
7856,5.0,3.0,6.0,Low,Low,Medium,4.67
